STNAM,FIPST,LEAID,ST_LEAID,LEANM,ST_SCHID,SCHNAM,ALL_RATE_1617
TEXAS,48,4831650,TX-201907,MOUNT ENTERPRISE ISD,TX-201907-201907001,MT ENTERPRISE H S,GE80
TEXAS,48,4831760,TX-225902,MOUNT PLEASANT ISD,TX-225902-225902001,MOUNT PLEASANT H S,97
TEXAS,48,4831770,TX-080901,MOUNT VERNON ISD,TX-080901-080901001,MT VERNON H S,GE95
TEXAS,48,4831860,TX-049902,MUENSTER ISD,TX-049902-049902001,MUENSTER H S,GE80
TEXAS,48,4831890,TX-009901,MULESHOE ISD,TX-009901-009901001,MULESHOE H S,GE95
TEXAS,48,4831890,TX-009901,MULESHOE ISD,TX-009901-009901002,P E P,GE50
TEXAS,48,4831920,TX-167902,MULLIN ISD,TX-167902-167902001,MULLIN H S,GE50
TEXAS,48,4831920,TX-167902,MULLIN ISD,TX-167902-167902002,MULLIN OAKS,PS
TEXAS,48,4831920,TX-167902,MULLIN ISD,TX-167902-167902003,PECAN RIDGE H S,PS
TEXAS,48,4831950,TX-198906,MUMFORD ISD,TX-198906-198906001,MUMFORD H S,GE90
TEXAS,48,4831970,TX-138903,MUNDAY CISD,TX-138903-138903001,MUNDAY SECONDARY,GE90
TEXAS,48,4832090,TX-174904,NACOGDOCHES ISD,TX-174904-174904002,NACOGDOCHES H S,90
TEXAS,48,4832090,TX-174904,NACOGDOCHES ISD,TX-174904-174904005,MALCOLM RECTOR TECHNICAL H S,50-59
TEXAS,48,4832130,TX-163903,NATALIA ISD,TX-163903-163903001,NATALIA H S,90-94
TEXAS,48,4832160,TX-094903,NAVARRO ISD,TX-094903-094903001,NAVARRO H S,GE95
TEXAS,48,4832190,TX-093904,NAVASOTA ISD,TX-093904-093904002,NAVASOTA H S,GE95
TEXAS,48,4832190,TX-093904,NAVASOTA ISD,TX-093904-093904005,W B BIZZELL ACADEMY,60-79
TEXAS,48,4832220,TX-035903,NAZARETH ISD,TX-035903-035903001,NAZARETH SCHOOL,GE50
TEXAS,48,4832250,TX-001906,NECHES ISD,TX-001906-001906002,NECHES H S,GE80
TEXAS,48,4832280,TX-123905,NEDERLAND ISD,TX-123905-123905001,NEDERLAND H S,93
TEXAS,48,4832310,TX-079906,NEEDVILLE ISD,TX-079906-079906001,NEEDVILLE H S,GE99
TEXAS,48,4832340,TX-019905,NEW BOSTON ISD,TX-019905-019905001,NEW BOSTON H S,GE95
TEXAS,48,4832370,TX-046901,NEW BRAUNFELS ISD,TX-046901-046901001,NEW BRAUNFELS H S,95
TEXAS,48,4832370,TX-046901,NEW BRAUNFELS ISD,TX-046901-046901038,THE NBISD LEARNING CENTER,90-94
TEXAS,48,4832400,TX-170908,NEW CANEY ISD,TX-170908-170908001,NEW CANEY H S,92
TEXAS,48,4832400,TX-170908,NEW CANEY ISD,TX-170908-170908006,PORTER H S,93
TEXAS,48,4832430,TX-152902,NEW DEAL ISD,TX-152902-152902001,NEW DEAL H S,GE90
TEXAS,48,4832460,TX-230906,NEW DIANA ISD,TX-230906-230906001,NEW DIANA H S,GE95
TEXAS,48,4832490,TX-153905,NEW HOME ISD,TX-153905-153905001,NEW HOME SCHOOL,GE50
TEXAS,48,4832610,TX-037908,NEW SUMMERFIELD ISD,TX-037908-037908001,NEW SUMMERFIELD SCHOOL,GE90
TEXAS,48,4832640,TX-236901,NEW WAVERLY ISD,TX-236901-236901002,NEW WAVERLY H S,GE95
TEXAS,48,4832700,TX-252902,NEWCASTLE ISD,TX-252902-252902002,NEWCASTLE SCHOOL,GE80
TEXAS,48,4832730,TX-176902,NEWTON ISD,TX-176902-176902002,NEWTON H S,90-94
TEXAS,48,4832740,TX-089903,NIXON-SMILEY CISD,TX-089903-089903001,NIXON-SMILEY H S,GE95
TEXAS,48,4832740,TX-089903,NIXON-SMILEY CISD,TX-089903-089903002,NIXON-SMILEY CISD DAEP,PS
TEXAS,48,4832790,TX-169902,NOCONA ISD,TX-169902-169902001,NOCONA H S,GE90
TEXAS,48,4832880,TX-062902,NORDHEIM ISD,TX-062902-062902001,NORDHEIM SCHOOL,GE50
TEXAS,48,4832910,TX-145906,NORMANGEE ISD,TX-145906-145906001,NORMANGEE H S,GE90
TEXAS,48,4832940,TX-015910,NORTH EAST ISD,TX-015910-015910003,CHURCHILL H S,93
TEXAS,48,4832940,TX-015910,NORTH EAST ISD,TX-015910-015910001,LEE H S,87
TEXAS,48,4832940,TX-015910,NORTH EAST ISD,TX-015910-015910002,MACARTHUR H S,87
TEXAS,48,4832940,TX-015910,NORTH EAST ISD,TX-015910-015910005,MADISON H S,91
TEXAS,48,4832940,TX-015910,NORTH EAST ISD,TX-015910-015910004,ROOSEVELT H S,86
TEXAS,48,4832940,TX-015910,NORTH EAST ISD,TX-015910-015910009,INTERNATIONAL SCHOOL OF AMERICA,GE95
TEXAS,48,4832940,TX-015910,NORTH EAST ISD,TX-015910-015910007,REAGAN H S,98
TEXAS,48,4832940,TX-015910,NORTH EAST ISD,TX-015910-015910014,JOHNSON H S,95
TEXAS,48,4832940,TX-015910,NORTH EAST ISD,TX-015910-015910054,HOMEBASED COMP ED,PS
TEXAS,48,4832940,TX-015910,NORTH EAST ISD,TX-015910-015910008,ACADEMY OF CREATIVE ED,56
TEXAS,48,4832970,TX-112906,NORTH HOPKINS ISD,TX-112906-112906001,NORTH HOPKINS H S,GE80
TEXAS,48,4833010,TX-139911,NORTH LAMAR ISD,TX-139911-139911002,NORTH LAMAR H S,GE95
TEXAS,48,4833030,TX-154903,NORTH ZULCH ISD,TX-154903-154903001,NORTH ZULCH ELEMENTARY/SECONDARY,GE90
TEXAS,48,4833090,TX-244905,NORTHSIDE ISD,TX-244905-244905001,NORTHSIDE SCHOOL,GE50
TEXAS,48,4833120,TX-015915,NORTHSIDE ISD,TX-015915-015915013,REDDIX CENTER,LT50
TEXAS,48,4833120,TX-015915,NORTHSIDE ISD,TX-015915-015915001,HOLMES H S,97
TEXAS,48,4833120,TX-015915,NORTHSIDE ISD,TX-015915-015915002,JAY H S,86
TEXAS,48,4833120,TX-015915,NORTHSIDE ISD,TX-015915-015915003,MARSHALL H S,95
