STNAM,FIPST,LEAID,ST_LEAID,LEANM,ST_SCHID,SCHNAM,ALL_RATE_1617
TEXAS,48,4807710,TX-101902,ALDINE ISD,TX-101902-101902108,LANE SCHOOL,LE10
TEXAS,48,4807710,TX-101902,ALDINE ISD,TX-101902-101902003,MACARTHUR H S,84
TEXAS,48,4807710,TX-101902,ALDINE ISD,TX-101902-101902008,VICTORY EARLY COLLEGE H S,GE95
TEXAS,48,4807710,TX-101902,ALDINE ISD,TX-101902-101902012,DAVIS H S ALDINE,78
TEXAS,48,4807710,TX-101902,ALDINE ISD,TX-101902-101902013,HALL CENTER FOR EDUCATION,30-34
TEXAS,48,4807780,TX-184907,ALEDO ISD,TX-184907-184907001,ALEDO H S,97
TEXAS,48,4807800,TX-125901,ALICE ISD,TX-125901-125901001,ALICE H S,82
TEXAS,48,4807830,TX-101903,ALIEF ISD,TX-101903-101903002,ELSIK H S,91
TEXAS,48,4807830,TX-101903,ALIEF ISD,TX-101903-101903001,HASTINGS H S,90
TEXAS,48,4807830,TX-101903,ALIEF ISD,TX-101903-101903199,ADMIN SERVICES,LT50
TEXAS,48,4807830,TX-101903,ALIEF ISD,TX-101903-101903003,TAYLOR H S,86
TEXAS,48,4807830,TX-101903,ALIEF ISD,TX-101903-101903005,ALIEF LEARNING CTR (6-12),PS
TEXAS,48,4807830,TX-101903,ALIEF ISD,TX-101903-101903012,ALIEF EARLY COLLEGE H S,GE95
TEXAS,48,4807830,TX-101903,ALIEF ISD,TX-101903-101903006,KERR H S,GE95
TEXAS,48,4807890,TX-043901,ALLEN ISD,TX-043901-043901001,ALLEN H S,98
TEXAS,48,4807950,TX-022901,ALPINE ISD,TX-022901-022901001,ALPINE H S,GE90
TEXAS,48,4807980,TX-037901,ALTO ISD,TX-037901-037901001,ALTO H S,GE90
TEXAS,48,4808090,TX-020901,ALVIN ISD,TX-020901-020901001,ALVIN H S,91
TEXAS,48,4808090,TX-020901,ALVIN ISD,TX-020901-020901002,MANVEL H S,96
TEXAS,48,4808090,TX-020901,ALVIN ISD,TX-020901-020901005,ASSETS,80-89
TEXAS,48,4808100,TX-249901,ALVORD ISD,TX-249901-249901001,ALVORD H S,GE90
TEXAS,48,4808130,TX-188901,AMARILLO ISD,TX-188901-188901001,AMARILLO H S,96
TEXAS,48,4808130,TX-188901,AMARILLO ISD,TX-188901-188901002,CAPROCK H S,93
TEXAS,48,4808130,TX-188901,AMARILLO ISD,TX-188901-188901138,NORTH HEIGHTS ALTER,67
TEXAS,48,4808130,TX-188901,AMARILLO ISD,TX-188901-188901004,PALO DURO H S,88
TEXAS,48,4808130,TX-188901,AMARILLO ISD,TX-188901-188901005,TASCOSA H S,93
TEXAS,48,4808160,TX-140901,AMHERST ISD,TX-140901-140901001,AMHERST SCHOOL,GE50
TEXAS,48,4808190,TX-036901,ANAHUAC ISD,TX-036901-036901001,ANAHUAC H S,GE95
TEXAS,48,4808230,TX-093901,ANDERSON-SHIRO CISD,TX-093901-093901001,ANDERSON-SHIRO JR/SR H S,GE90
TEXAS,48,4808280,TX-002901,ANDREWS ISD,TX-002901-002901001,ANDREWS H S,GE95
TEXAS,48,4808280,TX-002901,ANDREWS ISD,TX-002901-002901002,ANDREWS EDUCATION CENTER,70-79
TEXAS,48,4808310,TX-020902,ANGLETON ISD,TX-020902-020902001,ANGLETON H S,96
TEXAS,48,4808340,TX-043902,ANNA ISD,TX-043902-043902001,ANNA H S,90-94
TEXAS,48,4808400,TX-127901,ANSON ISD,TX-127901-127901001,ANSON H S,GE90
TEXAS,48,4808430,TX-071906,ANTHONY ISD,TX-071906-071906001,ANTHONY H S,GE90
TEXAS,48,4808460,TX-110901,ANTON ISD,TX-110901-110901001,ANTON SCHOOL,GE50
TEXAS,48,4808490,TX-228905,APPLE SPRINGS ISD,TX-228905-228905001,APPLE SPRINGS H S,GE80
TEXAS,48,4808520,TX-109912,AQUILLA ISD,TX-109912-109912001,AQUILLA SCHOOL,GE80
TEXAS,48,4808550,TX-004901,ARANSAS COUNTY ISD,TX-004901-004901001,ROCKPORT-FULTON H S,89
TEXAS,48,4808580,TX-205901,ARANSAS PASS ISD,TX-205901-205901001,ARANSAS PASS H S,90-94
TEXAS,48,4808610,TX-005901,ARCHER CITY ISD,TX-005901-005901001,ARCHER CITY H S,GE90
TEXAS,48,4808670,TX-061910,ARGYLE ISD,TX-061910-061910001,ARGYLE H S,GE95
TEXAS,48,4808700,TX-220901,ARLINGTON ISD,TX-220901-220901001,ARLINGTON H S,90
TEXAS,48,4808700,TX-220901,ARLINGTON ISD,TX-220901-220901002,SAM HOUSTON H S,79
TEXAS,48,4808700,TX-220901,ARLINGTON ISD,TX-220901-220901003,LAMAR H S,78
TEXAS,48,4808700,TX-220901,ARLINGTON ISD,TX-220901-220901005,MARTIN H S,96
TEXAS,48,4808700,TX-220901,ARLINGTON ISD,TX-220901-220901006,VENTURE ALTER H S,55-59
TEXAS,48,4808700,TX-220901,ARLINGTON ISD,TX-220901-220901009,SEGUIN H S,96
TEXAS,48,4808700,TX-220901,ARLINGTON ISD,TX-220901-220901004,BOWIE H S,88
TEXAS,48,4808730,TX-212901,ARP ISD,TX-212901-212901001,ARP H S,GE95
TEXAS,48,4808870,TX-107901,ATHENS ISD,TX-107901-107901001,ATHENS H S,95
TEXAS,48,4808880,TX-034901,ATLANTA ISD,TX-034901-034901001,ATLANTA H S,GE95
TEXAS,48,4808910,TX-061907,AUBREY ISD,TX-061907-061907001,AUBREY H S,GE95
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901009,ANDERSON H S,96
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901002,AUSTIN H S,95
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901008,CROCKETT H S,95
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901004,LANIER H S,95
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901005,MCCALLUM H S,94
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901006,REAGAN H S,94
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901007,TRAVIS H S,92
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901251,ROSEDALE,LE10
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901013,BOWIE H S,98
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901015,GARZA INDEPENDENCE H S,50-54
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901032,PHOENIX ACADEMY,PS
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901017,AKINS H S,93
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901030,TRAVIS COUNTY JUVENILE DETENTION CENTER,PS
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901028,RICHARDS SCH FOR YOUNG WOMEN LEADERS,GE90
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901014,LBJ HIGH SCHOOL,90-94
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901018,LASA H S,GE99
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901019,EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,90-94
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901026,GRADUATION PREP ACADEMY LANIER,14-Oct
TEXAS,48,4808940,TX-227901,AUSTIN ISD,TX-227901-227901025,GRADUATION PREP ACADEMY TRAVIS,30-34
TEXAS,48,4809000,TX-196901,AUSTWELL-TIVOLI ISD,TX-196901-196901001,AUSTWELL-TIVOLI H S,GE50
TEXAS,48,4809030,TX-070901,AVALON ISD,TX-070901-070901001,AVALON SCHOOL,GE80
TEXAS,48,4809060,TX-194902,AVERY ISD,TX-194902-194902001,AVERY H S,GE80
TEXAS,48,4809090,TX-034902,AVINGER ISD,TX-034902-034902001,AVINGER SCHOOL,GE50
TEXAS,48,4809150,TX-161918,AXTELL ISD,TX-161918-161918001,AXTELL H S,GE90
TEXAS,48,4809200,TX-220915,AZLE ISD,TX-220915-220915001,AZLE H S,98
TEXAS,48,4809200,TX-220915,AZLE ISD,TX-220915-220915003,AZLE HORNET ACADEMY,70-79
TEXAS,48,4809280,TX-030903,BAIRD ISD,TX-030903-030903001,BAIRD H S,60-79
TEXAS,48,4809300,TX-200901,BALLINGER ISD,TX-200901-200901001,BALLINGER H S,GE95
TEXAS,48,4809330,TX-195902,BALMORHEA ISD,TX-195902-195902001,BALMORHEA SCHOOL,GE50
TEXAS,48,4809360,TX-010902,BANDERA ISD,TX-010902-010902001,BANDERA H S,90-94
TEXAS,48,4809390,TX-025901,BANGS ISD,TX-025901-025901001,BANGS H S,GE95
TEXAS,48,4809410,TX-178913,BANQUETE ISD,TX-178913-178913001,BANQUETE H S,GE95
TEXAS,48,4809450,TX-036902,BARBERS HILL ISD,TX-036902-036902001,BARBERS HILL H S,GE99
TEXAS,48,4809540,TX-014902,BARTLETT ISD,TX-014902-014902001,BARTLETT SCHOOLS,GE80
TEXAS,48,4809570,TX-011901,BASTROP ISD,TX-011901-011901001,BASTROP H S,97
TEXAS,48,4809570,TX-011901,BASTROP ISD,TX-011901-011901002,CEDAR CREEK H S,96
TEXAS,48,4809570,TX-011901,BASTROP ISD,TX-011901-011901022,GENESIS H S,85-89
TEXAS,48,4809630,TX-158901,BAY CITY ISD,TX-158901-158901001,BAY CITY H S,93
TEXAS,48,4809670,TX-123910,BEAUMONT ISD,TX-123910-123910001,CENTRAL SENIOR H S,85
TEXAS,48,4809670,TX-123910,BEAUMONT ISD,TX-123910-123910008,WEST BROOK SR H S,89
TEXAS,48,4809670,TX-123910,BEAUMONT ISD,TX-123910-123910004,OZEN H S,88
TEXAS,48,4809670,TX-123910,BEAUMONT ISD,TX-123910-123910012,PAUL A BROWN ALTERNATIVE CENTER,40-44
TEXAS,48,4809690,TX-183901,BECKVILLE ISD,TX-183901-183901001,BECKVILLE JR-SR HIGH SCHOOL,GE90
TEXAS,48,4809720,TX-013901,BEEVILLE ISD,TX-013901-013901001,A C JONES H S,88
TEXAS,48,4809750,TX-039904,BELLEVUE ISD,TX-039904-039904001,BELLEVUE SCHOOL,GE50
TEXAS,48,4809780,TX-091901,BELLS ISD,TX-091901-091901001,BELLS H S,GE90
TEXAS,48,4809810,TX-008901,BELLVILLE ISD,TX-008901-008901001,BELLVILLE H S,GE95
TEXAS,48,4809860,TX-014903,BELTON ISD,TX-014903-014903001,BELTON H S,95
TEXAS,48,4809860,TX-014903,BELTON ISD,TX-014903-014903005,BELTON NEW TECH H S AT WASKOW,GE95
TEXAS,48,4809870,TX-125902,BEN BOLT-PALITO BLANCO ISD,TX-125902-125902001,BEN BOLT-PAL BLANCO H S,GE90
TEXAS,48,4809980,TX-138904,BENJAMIN ISD,TX-138904-138904001,BENJAMIN SCHOOL,GE50
TEXAS,48,4810140,TX-230901,BIG SANDY ISD,TX-230901-230901001,BIG SANDY H S,GE90
TEXAS,48,4810170,TX-187901,BIG SANDY ISD,TX-187901-187901001,BIG SANDY SCHOOL,GE80
TEXAS,48,4810200,TX-114901,BIG SPRING ISD,TX-114901-114901001,BIG SPRING H S,87
TEXAS,48,4810230,TX-220902,BIRDVILLE ISD,TX-220902-220902001,HALTOM H S,91
TEXAS,48,4810230,TX-220902,BIRDVILLE ISD,TX-220902-220902002,RICHLAND H S,93
TEXAS,48,4810230,TX-220902,BIRDVILLE ISD,TX-220902-220902010,BIRDVILLE H S,98
TEXAS,48,4810260,TX-178902,BISHOP CISD,TX-178902-178902001,BISHOP H S,90-94
TEXAS,48,4810320,TX-016902,BLANCO ISD,TX-016902-016902001,BLANCO H S,GE95
TEXAS,48,4810350,TX-116915,BLAND ISD,TX-116915-116915001,BLAND H S,GE90
TEXAS,48,4810380,TX-025904,BLANKET ISD,TX-025904-025904001,BLANKET SCHOOL,GE80
TEXAS,48,4810440,TX-034909,BLOOMBURG ISD,TX-034909-034909001,BLOOMBURG H S,GE80
TEXAS,48,4810470,TX-175902,BLOOMING GROVE ISD,TX-175902-175902001,BLOOMING GROVE H S,GE90
TEXAS,48,4810500,TX-235901,BLOOMINGTON ISD,TX-235901-235901001,BLOOMINGTON H S,70-74
TEXAS,48,4810590,TX-043917,BLUE RIDGE ISD,TX-043917-043917001,BLUE RIDGE H S,80-89
TEXAS,48,4810650,TX-109913,BLUM ISD,TX-109913-109913001,BLUM H S,GE80
TEXAS,48,4810710,TX-130901,BOERNE ISD,TX-130901-130901001,BOERNE H S,98
TEXAS,48,4810710,TX-130901,BOERNE ISD,TX-130901-130901002,BOERNE - SAMUEL V CHAMPION H S,98
TEXAS,48,4810740,TX-116916,BOLES ISD,TX-116916-116916001,BOLES H S,GE90
TEXAS,48,4810780,TX-241901,BOLING ISD,TX-241901-241901001,BOLING H S,GE95
TEXAS,48,4810800,TX-074903,BONHAM ISD,TX-074903-074903001,BONHAM H S,GE95
TEXAS,48,4810830,TX-148901,BOOKER ISD,TX-148901-148901001,BOOKER JH/H S,GE80
TEXAS,48,4810860,TX-017901,BORDEN COUNTY ISD,TX-017901-017901001,BORDEN COUNTY SCHOOL,GE80
TEXAS,48,4810890,TX-117901,BORGER ISD,TX-117901-117901001,BORGER H S,96
TEXAS,48,4810910,TX-161923,BOSQUEVILLE ISD,TX-161923-161923001,BOSQUEVILLE H S,GE90
TEXAS,48,4810950,TX-185901,BOVINA ISD,TX-185901-185901001,BOVINA H S,GE80
TEXAS,48,4810990,TX-169901,BOWIE ISD,TX-169901-169901001,BOWIE H S,GE95
TEXAS,48,4811010,TX-249902,BOYD ISD,TX-249902-249902001,BOYD H S,GE95
TEXAS,48,4811040,TX-180901,BOYS RANCH ISD,TX-180901-180901001,BOYS RANCH H S,GE90
TEXAS,48,4811070,TX-136901,BRACKETT ISD,TX-136901-136901001,BRACKETT H S,GE90
TEXAS,48,4811110,TX-160901,BRADY ISD,TX-160901-160901001,BRADY H S,GE95
TEXAS,48,4811190,TX-020905,BRAZOSPORT ISD,TX-020905-020905001,BRAZOSPORT H S,91
TEXAS,48,4811190,TX-020905,BRAZOSPORT ISD,TX-020905-020905002,BRAZOSWOOD H S,96
TEXAS,48,4811190,TX-020905,BRAZOSPORT ISD,TX-020905-020905006,LIGHTHOUSE LEARNING CENTER - AEC,45-49
TEXAS,48,4811220,TX-215901,BRECKENRIDGE ISD,TX-215901-215901001,BRECKENRIDGE H S,85-89
TEXAS,48,4811250,TX-198901,BREMOND ISD,TX-198901-198901001,BREMOND H S,GE90
TEXAS,48,4811280,TX-239901,BRENHAM ISD,TX-239901-239901001,BRENHAM H S,93
TEXAS,48,4811310,TX-181901,BRIDGE CITY ISD,TX-181901-181901001,BRIDGE CITY H S,GE95
TEXAS,48,4811340,TX-249903,BRIDGEPORT ISD,TX-249903-249903001,BRIDGEPORT H S,GE95
TEXAS,48,4811400,TX-242906,FORT ELLIOTT CISD,TX-242906-242906001,FORT ELLIOTT SCHOOL,GE80
TEXAS,48,4811430,TX-203902,BROADDUS ISD,TX-203902-203902001,BROADDUS H S,GE90
TEXAS,48,4811460,TX-184909,BROCK ISD,TX-184909-184909001,BROCK H S,GE95
TEXAS,48,4811490,TX-041901,BRONTE ISD,TX-041901-041901001,BRONTE ISD,GE80
TEXAS,48,4811520,TX-121902,BROOKELAND ISD,TX-121902-121902001,BROOKELAND H S,GE80
TEXAS,48,4811550,TX-025908,BROOKESMITH ISD,TX-025908-025908001,BROOKESMITH SCHOOL,GE50
TEXAS,48,4811580,TX-024901,BROOKS COUNTY ISD,TX-024901-024901001,FALFURRIAS H S,90-94
TEXAS,48,4811610,TX-223901,BROWNFIELD ISD,TX-223901-223901001,BROWNFIELD H S,GE95
TEXAS,48,4811610,TX-223901,BROWNFIELD ISD,TX-223901-223901005,BROWNFIELD EDUCATION CENTER,GE80
TEXAS,48,4811640,TX-107902,BROWNSBORO ISD,TX-107902-107902001,BROWNSBORO H S,GE95
TEXAS,48,4811680,TX-031901,BROWNSVILLE ISD,TX-031901-031901001,HANNA EARLY COLLEGE H S,92
TEXAS,48,4811680,TX-031901,BROWNSVILLE ISD,TX-031901-031901002,PORTER EARLY COLLEGE H S,90
TEXAS,48,4811680,TX-031901,BROWNSVILLE ISD,TX-031901-031901003,PACE EARLY COLLEGE H S,93
TEXAS,48,4811680,TX-031901,BROWNSVILLE ISD,TX-031901-031901007,LOPEZ EARLY COLLEGE H S,93
TEXAS,48,4811680,TX-031901,BROWNSVILLE ISD,TX-031901-031901004,RIVERA EARLY COLLEGE H S,92
TEXAS,48,4811680,TX-031901,BROWNSVILLE ISD,TX-031901-031901009,VETERANS MEMORIAL EARLY COLLEGE H S,98
TEXAS,48,4811680,TX-031901,BROWNSVILLE ISD,TX-031901-031901008,BROWNSVILLE EARLY COLLEGE H S,GE95
TEXAS,48,4811700,TX-025902,BROWNWOOD ISD,TX-025902-025902001,BROWNWOOD H S,GE95
TEXAS,48,4811700,TX-025902,BROWNWOOD ISD,TX-025902-025902003,BROWNWOOD ACCELERATED H S,GE90
TEXAS,48,4811730,TX-161919,BRUCEVILLE-EDDY ISD,TX-161919-161919001,BRUCEVILLE-EDDY H S,GE90
TEXAS,48,4811730,TX-161919,BRUCEVILLE-EDDY ISD,TX-161919-161919002,AXTELL/BRUCEVILLE-EDDY LEARNING CENTER,PS
TEXAS,48,4811790,TX-021902,BRYAN ISD,TX-021902-021902001,TRAVIS B BRYAN H S,92
TEXAS,48,4811790,TX-021902,BRYAN ISD,TX-021902-021902002,JAMES EARL RUDDER H S,90
TEXAS,48,4811790,TX-021902,BRYAN ISD,TX-021902-021902003,BRYAN COLLEGIATE H S,GE95
TEXAS,48,4811790,TX-021902,BRYAN ISD,TX-021902-021902017,THE MARY CATHERINE HARRIS SCHOOL-SCHOOL OF CHOICE,35-39
TEXAS,48,4811820,TX-119901,BRYSON ISD,TX-119901-119901001,BRYSON SCHOOL,GE80
TEXAS,48,4811850,TX-166907,BUCKHOLTS ISD,TX-166907-166907001,BUCKHOLTS SCHOOL,PS
TEXAS,48,4811910,TX-186901,BUENA VISTA ISD,TX-186901-186901001,BUENA VISTA SCHOOL,GE50
TEXAS,48,4811990,TX-145901,BUFFALO ISD,TX-145901-145901002,BUFFALO H S,GE95
TEXAS,48,4812060,TX-212902,BULLARD ISD,TX-212902-212902001,BULLARD H S,90-94
TEXAS,48,4812090,TX-121903,BUNA ISD,TX-121903-121903001,BUNA H S,90-94
TEXAS,48,4812120,TX-243901,BURKBURNETT ISD,TX-243901-243901001,BURKBURNETT H S,GE95
TEXAS,48,4812120,TX-243901,BURKBURNETT ISD,TX-243901-243901002,GATEWAY STUDENT SUPPORT CTR,60-79
TEXAS,48,4812150,TX-176901,BURKEVILLE ISD,TX-176901-176901001,BURKEVILLE H S,GE80
TEXAS,48,4812180,TX-126902,BURLESON ISD,TX-126902-126902001,BURLESON H S,94
TEXAS,48,4812180,TX-126902,BURLESON ISD,TX-126902-126902003,CROSSROADS H S,80-84
TEXAS,48,4812180,TX-126902,BURLESON ISD,TX-126902-126902006,BURLESON CENTENNIAL H S,97
TEXAS,48,4812220,TX-027903,BURNET CISD,TX-027903-027903001,BURNET H S,GE95
TEXAS,48,4812220,TX-027903,BURNET CISD,TX-027903-027903003,QUEST H S,80-89
TEXAS,48,4812240,TX-239903,BURTON ISD,TX-239903-239903001,BURTON H S,GE90
TEXAS,48,4812360,TX-109902,BYNUM ISD,TX-109902-109902001,BYNUM SCHOOL,GE50
TEXAS,48,4812390,TX-116901,CADDO MILLS ISD,TX-116901-116901001,CADDO MILLS H S,GE95
TEXAS,48,4812420,TX-178903,CALALLEN ISD,TX-178903-178903001,CALALLEN H S,96
TEXAS,48,4812460,TX-026901,CALDWELL ISD,TX-026901-026901001,CALDWELL H S,90-94
TEXAS,48,4812480,TX-029901,CALHOUN COUNTY ISD,TX-029901-029901001,CALHOUN H S,96
TEXAS,48,4812480,TX-029901,CALHOUN COUNTY ISD,TX-029901-029901003,HOPE H S,70-79
TEXAS,48,4812510,TX-049905,CALLISBURG ISD,TX-049905-049905001,CALLISBURG H S,GE95
TEXAS,48,4812540,TX-198902,CALVERT ISD,TX-198902-198902101,CALVERT SCHOOL,GE50
TEXAS,48,4812640,TX-166901,CAMERON ISD,TX-166901-166901002,CAMERON YOE H S,90-94
TEXAS,48,4812660,TX-116910,CAMPBELL ISD,TX-116910-116910001,CAMPBELL H S,GE80
TEXAS,48,4812700,TX-106901,CANADIAN ISD,TX-106901-106901001,CANADIAN H S,GE95
TEXAS,48,4812750,TX-234902,CANTON ISD,TX-234902-234902001,CANTON H S,GE95
TEXAS,48,4812780,TX-071907,CANUTILLO ISD,TX-071907-071907001,CANUTILLO H S,92
TEXAS,48,4812780,TX-071907,CANUTILLO ISD,TX-071907-071907003,NORTHWEST EARLY COLLEGE H S (NWECHS),GE95
TEXAS,48,4812810,TX-191901,CANYON ISD,TX-191901-191901001,CANYON H S,98
TEXAS,48,4812810,TX-191901,CANYON ISD,TX-191901-191901003,YOUTH CTR OF HIGH PLAINS,PS
TEXAS,48,4812810,TX-191901,CANYON ISD,TX-191901-191901002,RANDALL H S,97
TEXAS,48,4812810,TX-191901,CANYON ISD,TX-191901-191901004,MIDWAY ALTERNATIVE H S,GE90
TEXAS,48,4812870,TX-201913,CARLISLE ISD,TX-201913-201913001,CARLISLE SCHOOL,GE90
TEXAS,48,4812990,TX-064903,CARRIZO SPRINGS CISD,TX-064903-064903001,CARRIZO SPRINGS H S,75-79
TEXAS,48,4813020,TX-220919,CARROLL ISD,TX-220919-220919001,CARROLL SENIOR H S,GE99
TEXAS,48,4813050,TX-057903,CARROLLTON-FARMERS BRANCH ISD,TX-057903-057903002,SMITH H S,98
TEXAS,48,4813050,TX-057903,CARROLLTON-FARMERS BRANCH ISD,TX-057903-057903001,TURNER H S,97
TEXAS,48,4813050,TX-057903,CARROLLTON-FARMERS BRANCH ISD,TX-057903-057903003,GRIMES EDUCATION CENTER,35-39
TEXAS,48,4813050,TX-057903,CARROLLTON-FARMERS BRANCH ISD,TX-057903-057903006,CREEKVIEW H S,97
TEXAS,48,4813050,TX-057903,CARROLLTON-FARMERS BRANCH ISD,TX-057903-057903007,RANCHVIEW H S,96
TEXAS,48,4813050,TX-057903,CARROLLTON-FARMERS BRANCH ISD,TX-057903-057903010,EARLY COLLEGE H S,GE90
TEXAS,48,4813110,TX-183902,CARTHAGE ISD,TX-183902-183902001,CARTHAGE H S,90-94
TEXAS,48,4813170,TX-220917,CASTLEBERRY ISD,TX-220917-220917001,CASTLEBERRY H S,94
TEXAS,48,4813170,TX-220917,CASTLEBERRY ISD,TX-220917-220917003,REACH H S,40-59
TEXAS,48,4813200,TX-001902,CAYUGA ISD,TX-001902-001902001,CAYUGA H S,GE90
TEXAS,48,4813230,TX-057904,CEDAR HILL ISD,TX-057904-057904001,CEDAR HILL H S,91
TEXAS,48,4813230,TX-057904,CEDAR HILL ISD,TX-057904-057904003,CEDAR HILL COLLEGIATE H S,GE95
TEXAS,48,4813260,TX-116902,CELESTE ISD,TX-116902-116902001,CELESTE H S,GE90
TEXAS,48,4813290,TX-043903,CELINA ISD,TX-043903-043903001,CELINA H S,90-94
TEXAS,48,4813320,TX-210901,CENTER ISD,TX-210901-210901001,CENTER H S,90-94
TEXAS,48,4813350,TX-133901,CENTER POINT ISD,TX-133901-133901001,CENTER POINT H S,GE90
TEXAS,48,4813380,TX-228904,CENTERVILLE ISD,TX-228904-228904001,CENTERVILLE H S,GE50
TEXAS,48,4813410,TX-145902,CENTERVILLE ISD,TX-145902-145902001,CENTERVILLE JR-SR H S,GE90
TEXAS,48,4813440,TX-174908,CENTRAL HEIGHTS ISD,TX-174908-174908001,CENTRAL HEIGHTS H S,GE95
TEXAS,48,4813500,TX-003907,CENTRAL ISD,TX-003907-003907001,CENTRAL H S,GE95
TEXAS,48,4813500,TX-003907,CENTRAL ISD,TX-003907-003907004,STUBBLEFIELD LRN CTR,60-79
TEXAS,48,4813530,TX-100907,LUMBERTON ISD,TX-100907-100907001,LUMBERTON H S,95
TEXAS,48,4813590,TX-101905,CHANNELVIEW ISD,TX-101905-101905001,CHANNELVIEW H S,95
TEXAS,48,4813590,TX-101905,CHANNELVIEW ISD,TX-101905-101905005,ENDEAVOR HS-JOE FRANK CAMPBELL LEARNING CENTER,25-29
TEXAS,48,4813620,TX-103901,CHANNING ISD,TX-103901-103901001,CHANNING SCHOOL,GE80
TEXAS,48,4813650,TX-212909,CHAPEL HILL ISD,TX-212909-212909001,CHAPEL HILL H S,90
TEXAS,48,4813680,TX-225906,CHAPEL HILL ISD,TX-225906-225906001,CHAPEL HILL H S,GE95
TEXAS,48,4813710,TX-007901,CHARLOTTE ISD,TX-007901-007901001,CHARLOTTE H S,GE90
TEXAS,48,4813740,TX-206903,CHEROKEE ISD,TX-206903-206903001,CHEROKEE SCHOOL,GE50
TEXAS,48,4813770,TX-229906,CHESTER ISD,TX-229906-229906001,CHESTER H S,GE50
TEXAS,48,4813800,TX-249904,CHICO ISD,TX-249904-249904001,CHICO H S,GE90
TEXAS,48,4813860,TX-038901,CHILDRESS ISD,TX-038901-038901001,CHILDRESS H S,90-94
TEXAS,48,4813890,TX-099902,CHILLICOTHE ISD,TX-099902-099902001,CHILLICOTHE H S,GE50
TEXAS,48,4813920,TX-073901,CHILTON ISD,TX-073901-073901001,CHILTON SCHOOL,GE80
TEXAS,48,4813960,TX-161920,CHINA SPRING ISD,TX-161920-161920001,CHINA SPRING H S,GE95
TEXAS,48,4813960,TX-161920,CHINA SPRING ISD,TX-161920-161920002,TURN AROUND GRADUATE,GE80
TEXAS,48,4813980,TX-174901,CHIRENO ISD,TX-174901-174901001,CHIRENO H S,GE80
TEXAS,48,4814010,TX-226901,CHRISTOVAL ISD,TX-226901-226901001,CHRISTOVAL H S,GE90
TEXAS,48,4814070,TX-067902,CISCO ISD,TX-067902-067902001,CISCO H S,GE90
TEXAS,48,4814070,TX-067902,CISCO ISD,TX-067902-067902004,CISCO LEARNING CENTER,GE80
TEXAS,48,4814130,TX-243906,CITY VIEW ISD,TX-243906-243906001,CITY VIEW JUNIOR/SENIOR HIGH,GE95
TEXAS,48,4814160,TX-065901,CLARENDON ISD,TX-065901-065901001,CLARENDON H S,GE90
TEXAS,48,4814190,TX-194904,CLARKSVILLE ISD,TX-194904-194904002,CLARKSVILLE MIDDLE AND H S,GE80
TEXAS,48,4814250,TX-006902,CLAUDE ISD,TX-006902-006902001,CLAUDE H S,GE80
TEXAS,48,4814280,TX-084910,CLEAR CREEK ISD,TX-084910-084910001,CLEAR CREEK H S,94
TEXAS,48,4814280,TX-084910,CLEAR CREEK ISD,TX-084910-084910002,CLEAR LAKE H S,95
TEXAS,48,4814280,TX-084910,CLEAR CREEK ISD,TX-084910-084910003,CLEAR BROOK H S,95
TEXAS,48,4814280,TX-084910,CLEAR CREEK ISD,TX-084910-084910004,CLEAR VIEW H S,85-89
TEXAS,48,4814280,TX-084910,CLEAR CREEK ISD,TX-084910-084910010,CLEAR HORIZONS EARLY COLLEGE H S,GE95
TEXAS,48,4814280,TX-084910,CLEAR CREEK ISD,TX-084910-084910009,CLEAR SPRINGS H S,97
TEXAS,48,4814280,TX-084910,CLEAR CREEK ISD,TX-084910-084910011,CLEAR FALLS H S,96
TEXAS,48,4814310,TX-126903,CLEBURNE ISD,TX-126903-126903001,CLEBURNE H S,94
TEXAS,48,4814310,TX-126903,CLEBURNE ISD,TX-126903-126903002,TEAM SCH,85-89
TEXAS,48,4814370,TX-146901,CLEVELAND ISD,TX-146901-146901001,CLEVELAND H S,86
