STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_RATE_1516
TEXAS,48,4812460,CALDWELL ISD,4.81246E+11,CALDWELL H S,GE95
TEXAS,48,4812480,CALHOUN COUNTY ISD,4.81248E+11,CALHOUN H S,95
TEXAS,48,4812480,CALHOUN COUNTY ISD,4.81248E+11,HOPE H S,70-79
TEXAS,48,4812510,CALLISBURG ISD,4.81251E+11,CALLISBURG H S,GE95
TEXAS,48,4812540,CALVERT ISD,4.81254E+11,CALVERT SCHOOL,GE50
TEXAS,48,4812640,CAMERON ISD,4.81264E+11,CAMERON YOE H S,85-89
TEXAS,48,4812660,CAMPBELL ISD,4.81266E+11,CAMPBELL H S,GE90
TEXAS,48,4812700,CANADIAN ISD,4.8127E+11,CANADIAN H S,80-89
TEXAS,48,4812750,CANTON ISD,4.81275E+11,CANTON H S,GE95
TEXAS,48,4812780,CANUTILLO ISD,4.81278E+11,CANUTILLO H S,89
TEXAS,48,4812780,CANUTILLO ISD,4.81278E+11,NORTHWEST EARLY COLLEGE H S (NWECHS),GE90
TEXAS,48,4812810,CANYON ISD,4.81281E+11,CANYON H S,GE99
TEXAS,48,4812810,CANYON ISD,4.81281E+11,YOUTH CTR OF HIGH PLAINS,PS
TEXAS,48,4812810,CANYON ISD,4.81281E+11,RANDALL H S,97
TEXAS,48,4812810,CANYON ISD,4.81281E+11,MIDWAY ALTERNATIVE H S,90-94
TEXAS,48,4812870,CARLISLE ISD,4.81287E+11,CARLISLE SCHOOL,GE90
TEXAS,48,4812990,CARRIZO SPRINGS CISD,4.81299E+11,CARRIZO SPRINGS H S,80-84
TEXAS,48,4813020,CARROLL ISD,4.81302E+11,CARROLL SENIOR H S,GE99
TEXAS,48,4813050,CARROLLTON-FARMERS BRANCH ISD,4.81305E+11,SMITH H S,98
TEXAS,48,4813050,CARROLLTON-FARMERS BRANCH ISD,4.81305E+11,TURNER H S,96
TEXAS,48,4813050,CARROLLTON-FARMERS BRANCH ISD,4.81305E+11,GRIMES EDUCATION CENTER,45-49
TEXAS,48,4813050,CARROLLTON-FARMERS BRANCH ISD,4.81305E+11,CREEKVIEW H S,95
TEXAS,48,4813050,CARROLLTON-FARMERS BRANCH ISD,4.81305E+11,RANCHVIEW H S,GE99
TEXAS,48,4813050,CARROLLTON-FARMERS BRANCH ISD,4.81305E+11,EARLY COLLEGE H S,GE95
TEXAS,48,4813110,CARTHAGE ISD,4.81311E+11,CARTHAGE H S,85-89
TEXAS,48,4813170,CASTLEBERRY ISD,4.81317E+11,CASTLEBERRY H S,GE95
TEXAS,48,4813170,CASTLEBERRY ISD,4.81317E+11,REACH H S,60-69
TEXAS,48,4813200,CAYUGA ISD,4.8132E+11,CAYUGA H S,GE90
TEXAS,48,4813230,CEDAR HILL ISD,4.81323E+11,CEDAR HILL H S,91
TEXAS,48,4813230,CEDAR HILL ISD,4.81323E+11,CEDAR HILL COLLEGIATE H S,GE95
TEXAS,48,4813260,CELESTE ISD,4.81326E+11,CELESTE H S,GE90
TEXAS,48,4813290,CELINA ISD,4.81329E+11,CELINA H S,GE95
TEXAS,48,4813320,CENTER ISD,4.81332E+11,CENTER H S,85-89
TEXAS,48,4813350,CENTER POINT ISD,4.81335E+11,CENTER POINT H S,GE90
TEXAS,48,4813380,CENTERVILLE ISD,4.81338E+11,CENTERVILLE H S,GE50
TEXAS,48,4813410,CENTERVILLE ISD,4.81341E+11,CENTERVILLE JR-SR H S,GE90
TEXAS,48,4813440,CENTRAL HEIGHTS ISD,4.81344E+11,CENTRAL HEIGHTS H S,90-94
TEXAS,48,4813500,CENTRAL ISD,4.8135E+11,CENTRAL H S,GE95
TEXAS,48,4813500,CENTRAL ISD,4.8135E+11,STUBBLEFIELD LRN CTR,GE80
TEXAS,48,4813530,LUMBERTON ISD,4.81353E+11,LUMBERTON H S,96
TEXAS,48,4813590,CHANNELVIEW ISD,4.81359E+11,CHANNELVIEW H S,93
TEXAS,48,4813590,CHANNELVIEW ISD,4.81359E+11,ENDEAVOR HS-JOE FRANK CAMPBELL LEARNING CENTER,40-44
TEXAS,48,4813620,CHANNING ISD,4.81362E+11,CHANNING SCHOOL,GE50
TEXAS,48,4813650,CHAPEL HILL ISD,4.81365E+11,CHAPEL HILL H S,85
TEXAS,48,4813680,CHAPEL HILL ISD,4.81368E+11,CHAPEL HILL H S,90-94
TEXAS,48,4813710,CHARLOTTE ISD,4.81371E+11,CHARLOTTE H S,80-89
TEXAS,48,4813740,CHEROKEE ISD,4.81374E+11,CHEROKEE SCHOOL,GE50
TEXAS,48,4813770,CHESTER ISD,4.81377E+11,CHESTER H S,GE50
TEXAS,48,4813800,CHICO ISD,4.8138E+11,CHICO H S,GE90
TEXAS,48,4813860,CHILDRESS ISD,4.81386E+11,CHILDRESS H S,90-94
TEXAS,48,4813890,CHILLICOTHE ISD,4.81389E+11,CHILLICOTHE H S,GE80
TEXAS,48,4813920,CHILTON ISD,4.81392E+11,CHILTON SCHOOL,GE90
TEXAS,48,4813960,CHINA SPRING ISD,4.81396E+11,CHINA SPRING H S,GE95
TEXAS,48,4813960,CHINA SPRING ISD,4.81396E+11,TURN AROUND GRADUATE,GE80
TEXAS,48,4813980,CHIRENO ISD,4.81398E+11,CHIRENO H S,GE80
TEXAS,48,4814010,CHRISTOVAL ISD,4.81401E+11,CHRISTOVAL H S,GE90
TEXAS,48,4814070,CISCO ISD,4.81407E+11,CISCO H S,GE90
TEXAS,48,4814070,CISCO ISD,4.81407E+11,CISCO LEARNING CENTER,GE80
TEXAS,48,4814130,CITY VIEW ISD,4.81413E+11,CITY VIEW JUNIOR/SENIOR HIGH,GE95
TEXAS,48,4814160,CLARENDON ISD,4.81416E+11,CLARENDON H S,GE90
TEXAS,48,4814190,CLARKSVILLE ISD,4.81419E+11,CLARKSVILLE MIDDLE AND H S,GE90
TEXAS,48,4814250,CLAUDE ISD,4.81425E+11,CLAUDE H S,GE80
TEXAS,48,4814280,CLEAR CREEK ISD,4.81428E+11,CLEAR CREEK H S,95
TEXAS,48,4814280,CLEAR CREEK ISD,4.81428E+11,CLEAR LAKE H S,95
TEXAS,48,4814280,CLEAR CREEK ISD,4.81428E+11,CLEAR BROOK H S,94
TEXAS,48,4814280,CLEAR CREEK ISD,4.81428E+11,CLEAR VIEW H S,90-94
TEXAS,48,4814280,CLEAR CREEK ISD,4.81428E+11,CLEAR HORIZONS EARLY COLLEGE H S,GE95
TEXAS,48,4814280,CLEAR CREEK ISD,4.81428E+11,CLEAR SPRINGS H S,97
TEXAS,48,4814280,CLEAR CREEK ISD,4.81428E+11,CLEAR FALLS H S,95
TEXAS,48,4814310,CLEBURNE ISD,4.81431E+11,CLEBURNE H S,88
TEXAS,48,4814310,CLEBURNE ISD,4.81431E+11,TEAM SCH,80-84
TEXAS,48,4814370,CLEVELAND ISD,4.81437E+11,CLEVELAND H S,86
TEXAS,48,4814370,CLEVELAND ISD,4.81437E+11,FREDERICK A DOUGLASS LEARNING ACADEMY,21-39
TEXAS,48,4814400,CLIFTON ISD,4.8144E+11,CLIFTON H S,GE95
TEXAS,48,4814430,CLINT ISD,4.81443E+11,CLINT H S,85-89
TEXAS,48,4814430,CLINT ISD,4.81443E+11,MOUNTAIN VIEW H S,85-89
TEXAS,48,4814430,CLINT ISD,4.81443E+11,HORIZON H S,88
TEXAS,48,4814450,CLYDE CISD,4.81445E+11,CLYDE H S,GE95
TEXAS,48,4814490,COAHOMA ISD,4.81449E+11,COAHOMA H S,GE90
